NOMBRE_PROYECTO,ETAPA,FEC_OPCION,FECHA_DESISTIMIENTO,Entidad Financiera compra,MEDIO,VLR_VIVIENDA,PERIODO,PERIODO_AFILIADO,SEGMENTO_POBLACIONAL,CATEGORIA,RANGO_EDAD,NO_GRUPO_FAMILAR,NO_BENEFICIARIOS_CUOTA_MONETARIA,PIRAMIDE_NUEVA,EMPRESA_FOCO
VILLA FIORITA,,7/28/2025,Si,Colsubsidio,Sin Informacion,"2,135,250,000,000",2025-7,2025-7,KAPPA,OMEGA,36 a 45 años,2,2,TAU,
Agrupación De Vivienda Monguí,ETAPA 2,6/15/2025,No,Banco,Ferias empresariales,"1,991,476,500,000",2025-6,2025-6,NU,OMEGA,20 a 35 años,,,RHO,X
INARI,ETAPA 1,6/30/2025,No,Colsubsidio,Banderas y/o señalización,"2,549,000,000,000",2025-6,2025-6,SIGMA,OMEGA,46 a 55 años,,,RHO,X
La Arboleda,ETAPA 2,6/14/2025,No,Banco,Activación,"1,796,457,000,000",2025-6,2025-6,NU,OMEGA,20 a 35 años,,,RHO,X
Agrupacion De Vivienda Payande,ETAPA 2,6/18/2024,No,Banco,Ferias empresariales,"1,755,000,000,000",2024-6,2024-6,SIGMA,TAU,Mayor de 55 años,1,,RHO,X
INARI,ETAPA 1,6/22/2024,No,Banco,Ferias empresariales,"2,808,000,000,000",2024-6,2024-6,NU,OMEGA,20 - 35 años,,,GAMMA,
Conjunto Residencial Campo Alegre El Dorado,ETAPA 2,9/17/2024,No,Colsubsidio,Referido Alcaldía,"1,081,730,000,000",2024-9,2024-9,SIGMA,OMEGA,36 - 45 años,1,1,GAMMA,
Agrupación De Vivienda La Macarena,ETAPA 4,5/4/2026,No,Banco,Banderas y/o señalización,"1,488,269,000,000",2026-5,2026-5,KAPPA,OMEGA,Menor de 19 años,,,TAU,
INARI,ETAPA 1,6/18/2025,No,Colsubsidio,Banderas y/o señalización,"2,808,000,000,000",2025-6,2025-6,KAPPA,OMEGA,20 a 35 años,1,,TAU,
INARI,ETAPA 1,6/13/2025,No,Colsubsidio,Banderas y/o señalización,"2,506,000,000,000",2025-6,2025-6,NU,OMEGA,20 a 35 años,,,TAU,
La Arboleda,ETAPA 2,6/14/2025,No,Colsubsidio,Banderas y/o señalización,"1,796,457,000,000",2025-6,2025-6,NU,OMEGA,20 a 35 años,,,ALPHA,
La Arboleda,ETAPA 1,9/24/2024,No,Banco,,"1,671,189,000,000",2024-9,2024-9,SIGMA,OMEGA,20 - 35 años,1,1,RHO,X
Agrupación De Vivienda La Macarena,ETAPA 3,5/5/2026,No,Banco,Banderas y/o señalización,"1,584,569,000,000",2026-5,2026-5,KAPPA,OMEGA,36 a 45 años,,,GAMMA,
Agrupacion De Vivienda Payande,ETAPA 2,6/2/2024,No,Colsubsidio,Página web ,"1,664,071,500,000",2024-6,2024-6,SIGMA,OMEGA,36 - 45 años,3,3,GAMMA,
AGRUPACIÓN DE VIVIENDA BOSQUE DE TURPIAL,ETAPA 1,6/16/2024,No,Colsubsidio,CS Tocancipá,"2,311,000,000,000",2024-6,2024-6,SIGMA,OMEGA,20 - 35 años,1,1,GAMMA,
Agrupación De Vivienda La Macarena,ETAPA 3,6/13/2025,No,Banco,Ferias empresariales,"1,637,025,000,000",2025-6,2025-6,NU,OMEGA,36 a 45 años,,,NU,
MIRADOR DEL VIRREY II,UNICA,2/26/2025,No,Banco,Banderas ,"1,700,000,000,000",2025-2,2025-2,NU,OMEGA,20 a 35 años,,,ZETA,
Agrupacion De Vivienda Bosque De Arrayan,ETAPA 4,9/28/2024,No,Banco,Banderas y/o señalización,"1,913,600,000,000",2024-9,2024-9,SIGMA,ETA,20 - 35 años,1,1,NU,
AGRUPACIÓN DE VIVIENDA BOSQUE DE TURPIAL,,6/14/2025,Si,Colsubsidio,Sin Informacion,"2,562,000,000,000",2025-6,2025-6,NU,OMEGA,20 a 35 años,,,TAU,
Agrupación De Vivienda Monguí,,5/30/2025,Si,Banco,Sin Informacion,"1,820,923,000,000",2025-5,2025-5,NU,OMEGA,20 a 35 años,,,TAU,
Agrupación De Vivienda La Macarena,ETAPA 3,9/30/2024,No,Banco,Referido,"1,533,109,500,000",2024-9,2024-9,KAPPA,OMEGA,46 - 55 años,2,0,TAU,
CONJUNTO RESIDENCIAL VIBO ONCE,ETAPA 1,5/8/2026,No,Banco,Banderas y/o señalización,"2,813,000,000,000",2026-5,2026-5,KAPPA,OMEGA,36 a 45 años,2,1,TAU,
La Arboleda,ETAPA 1,9/14/2024,No,Banco,Banderas y/o señalización,"1,664,071,500,000",2024-9,2024-9,NU,OMEGA,20 - 35 años,0,0,TAU,
VERDE ESPERANZA EL DORADO,ETAPA 1,5/29/2026,No,Colsubsidio,Banderas y/o señalización,"1,793,000,000,000",2026-5,2026-5,KAPPA,OMEGA,36 a 45 años,,,TAU,
INARI,1,4/2/2025,Si,Banco,Sin Informacion,"2,293,000,000,000",2025-4,2025-4,KAPPA,OMEGA,36 a 45 años,1,1,GAMMA,
Agrupación De Vivienda Monguí,ETAPA 2,2/15/2026,No,Colsubsidio,Banderas y/o señalización,"1,785,923,000,000",2026-2,2026-2,NU,OMEGA,20 a 35 años,,,ALPHA,
Agrupación De Vivienda Monguí,ETAPA 2,2/22/2026,No,Colsubsidio,Activación,"1,567,060,000,000",2026-2,2026-2,SIGMA,OMEGA,Mayor de 55 años,,,NU,
Versalles,,2/13/2026,Si,Colsubsidio,Sin Informacion,"2,110,000,000,000",2026-2,2026-2,KAPPA,OMEGA,20 a 35 años,3,2,GAMMA,
Agrupación De Vivienda Pamplona I,ETAPA 2,2/22/2026,No,Banco,Banderas y/o señalización,"1,786,000,000,000",2026-2,2026-2,KAPPA,OMEGA,46 a 55 años,1,1,TAU,
VILLA MERCEDES EL DORADO,ETAPA 1,2/19/2026,No,Banco,Referido Alcaldía,"1,715,000,000,000",2026-2,2026-2,KAPPA,ETA,20 a 35 años,1,,IOTA,
AGRUPACIÓN DE VIVIENDA BOSQUE DE TURPIAL,ETAPA 1,2/21/2026,No,Banco,Banderas y/o señalización,"2,311,190,000,000",2026-2,2026-2,SIGMA,OMEGA,46 a 55 años,,,TAU,
Agrupación De Vivienda La Macarena,ETAPA 4,7/2/2026,No,Colsubsidio,Activación,"1,514,515,000,000",2026-7,2026-6,KAPPA,OMEGA,20 a 35 años,,,ZETA,
Versalles,ETAPA 1,7/4/2026,No,Colsubsidio,Banderas y/o señalización,"1,987,000,000,000",2026-7,2026-6,NU,ETA,20 a 35 años,,,ALPHA,
Agrupación De Vivienda Monguí,ETAPA 3,7/14/2026,No,Colsubsidio,Banderas y/o señalización,"2,004,768,000,000",2026-7,2026-6,SIGMA,OMEGA,20 a 35 años,1,1,ZETA,
La Arboleda,ETAPA 2,2/21/2024,No,Banco,Banderas y/o señalización,"1,827,774,000,000",2024-2,2024-2,KAPPA,OMEGA,36 - 45 años,2,2,GAMMA,
Agrupacion De Vivienda Bosque De Arrayan,ETAPA 3,6/13/2026,No,Colsubsidio,Banderas y/o señalización,"2,019,180,000,000",2026-6,2026-6,NU,ETA,20 a 35 años,,,RHO,X
Agrupación De Vivienda Monguí,ETAPA 2,3/15/2026,No,Colsubsidio,Banderas y/o señalización,"1,952,259,000,000",2026-3,2026-3,NU,OMEGA,20 a 35 años,,,RHO,X
Agrupación De Vivienda Pamplona I,ETAPA 2,3/14/2026,No,Colsubsidio,Activación,"1,786,000,000,000",2026-3,2026-3,NU,OMEGA,20 a 35 años,,,GAMMA,
Agrupación De Vivienda Monguí,ETAPA 2,3/7/2026,No,Banco,Activación,"1,567,060,000,000",2026-3,2026-3,KAPPA,OMEGA,46 a 55 años,,,NU,
Agrupación De Vivienda Monguí,ETAPA 2,3/1/2026,No,Colsubsidio,Banderas y/o señalización,"1,952,259,000,000",2026-3,2026-3,KAPPA,OMEGA,Mayor de 55 años,,,TAU,
VILLA MERCEDES EL DORADO,ETAPA 1,6/17/2026,No,Banco,Referido Alcaldía,"1,715,000,000,000",2026-6,2026-6,KAPPA,ETA,36 a 45 años,3,,IOTA,
INARI,ETAPA 1,12/29/2025,No,Colsubsidio,Banderas y/o señalización,"2,506,000,000,000",2025-12,2025-12,KAPPA,OMEGA,20 a 35 años,1,1,TAU,
ARAUCARIA,ETAPA 1,12/20/2025,No,Colsubsidio,Banderas y/o señalización,"5,940,000,000,000",2025-12,2025-12,NU,ETA,36 a 45 años,,,RHO,X
Agrupación De Vivienda Pamplona I,ETAPA 2,3/22/2024,No,Colsubsidio,Campaña FNA,"1,950,195,000,000",2024-3,2024-3,SIGMA,OMEGA,20 - 35 años,1,,GAMMA,
Agrupación De Vivienda Monguí,ETAPA 2,3/16/2024,No,Colsubsidio,Banderas y/o señalización,"1,567,060,000,000",2024-3,2024-3,KAPPA,OMEGA,36 - 45 años,4,2,TAU,
Agrupación De Vivienda La Macarena,ETAPA 3,3/31/2024,No,Colsubsidio,Banderas y/o señalización,"1,493,212,500,000",2024-3,2024-3,KAPPA,OMEGA,Mayor de 55 años,2,1,TAU,
Los Nogales,ETAPA 1,3/8/2024,No,Banco,Valla ,"5,751,300,000,000",2024-3,2024-3,SIGMA,OMEGA,Mayor de 55 años,2,,ETA,
INARI,ETAPA 1,4/25/2026,No,Colsubsidio,Activación,"2,808,000,000,000",2026-4,2026-4,NU,ETA,20 a 35 años,,,ALPHA,
La Arboleda,ETAPA 4,4/26/2026,No,Colsubsidio,Ferias empresariales,"1,976,071,000,000",2026-4,2026-4,NU,OMEGA,20 a 35 años,,,RHO,X
Agrupación De Vivienda Monguí,ETAPA 3,4/24/2026,No,Colsubsidio,Banderas y/o señalización,"1,567,060,000,000",2026-4,2026-4,KAPPA,OMEGA,20 a 35 años,2,,GAMMA,
Agrupación De Vivienda Monguí,ETAPA 3,4/25/2026,No,Colsubsidio,Banderas y/o señalización,"1,584,569,000,000",2026-4,2026-4,KAPPA,OMEGA,46 a 55 años,1,,GAMMA,
Conjunto Residencial Campo Alegre El Dorado,ETAPA 2,9/11/2025,No,Colsubsidio,Referido Alcaldía,"1,184,494,350,000",2025-9,2025-9,KAPPA,OMEGA,46 a 55 años,,,NU,
VILLA FIORITA,ETAPA 3,9/17/2025,No,Colsubsidio,Whatsapp,"2,135,250,000,000",2025-9,2025-9,SIGMA,OMEGA,20 a 35 años,2,2,GAMMA,
La Arboleda,ETAPA 3,4/26/2026,No,Banco,Activación,"2,412,130,000,000",2026-4,2026-4,KAPPA,OMEGA,20 a 35 años,1,1,TAU,
INARI,ETAPA 1,4/25/2026,No,Colsubsidio,Banderas y/o señalización,"2,916,000,000,000",2026-4,2026-4,KAPPA,ETA,20 a 35 años,1,,IOTA,
Agrupación De Vivienda Monguí,ETAPA 3,4/26/2026,No,Colsubsidio,Banderas y/o señalización,"1,969,768,000,000",2026-4,2026-4,NU,OMEGA,20 a 35 años,,,NU,
CONJUNTO RESIDENCIAL VIBO ONCE,ETAPA 1,4/26/2026,No,Banco,Banderas y/o señalización,"2,813,000,000,000",2026-4,2026-4,SIGMA,ETA,36 a 45 años,,,NU,
Agrupación De Vivienda Monguí,ETAPA 1,3/10/2025,No,Banco,Referido,"1,713,894,000,000",2025-3,2025-3,KAPPA,OMEGA,46 a 55 años,,,GAMMA,
Agrupación De Vivienda Monguí,ETAPA 3,4/25/2026,No,Colsubsidio,Ferias empresariales,"1,567,060,000,000",2026-4,2026-4,KAPPA,OMEGA,36 a 45 años,1,1,NU,
Agrupacion De Vivienda Fuentevida,ETAPA 2,3/25/2025,No,Colsubsidio,Referido Alcaldía,"1,281,150,000,000",2025-3,2025-3,KAPPA,OMEGA,20 a 35 años,1,1,NU,
Agrupación De Vivienda La Macarena,ETAPA 3,7/12/2024,No,Colsubsidio,Referido,"1,534,533,000,000",2024-7,2024-7,NU,OMEGA,36 - 45 años,,,GAMMA,
AGRUPACIÓN DE VIVIENDA SAMÁN ,ETAPA 1,9/29/2025,No,Banco,Página web ,"2,550,000,000,000",2025-9,2025-9,SIGMA,ETA,36 a 45 años,1,,RHO,X
VERDE ESPERANZA EL DORADO,ETAPA 1,9/28/2025,No,Banco,Valla ,"1,578,000,000,000",2025-9,2025-9,SIGMA,OMEGA,20 a 35 años,1,1,NU,
Agrupación De Vivienda Monguí,ETAPA 3,4/26/2026,No,Colsubsidio,Banderas y/o señalización,"1,961,014,000,000",2026-4,2026-4,KAPPA,OMEGA,20 a 35 años,3,2,ZETA,
Agrupación De Vivienda Monguí,ETAPA 3,4/25/2026,No,Colsubsidio,Banderas y/o señalización,"1,785,923,000,000",2026-4,2026-4,NU,OMEGA,20 a 35 años,,,TAU,
Agrupación De Vivienda Pamplona I,ETAPA 3,3/16/2025,No,Colsubsidio,Ferias empresariales,"2,217,000,000,000",2025-3,2025-3,SIGMA,ETA,46 a 55 años,1,,ZETA,
Agrupación De Vivienda Monguí,ETAPA 3,4/26/2026,No,Colsubsidio,Whatsapp,"1,952,259,000,000",2026-4,2026-4,NU,OMEGA,20 a 35 años,,,NU,
AGRUPACIÓN DE VIVIENDA BOSQUE DE TURPIAL,ETAPA 1,4/13/2026,No,Colsubsidio,Banderas y/o señalización,"2,346,000,000,000",2026-4,2026-4,NU,OMEGA,20 a 35 años,,,TAU,
VERDE ESPERANZA EL DORADO,ETAPA 1,9/22/2025,No,Colsubsidio,Banderas y/o señalización,"1,578,000,000,000",2025-9,2025-9,SIGMA,OMEGA,20 a 35 años,1,1,TAU,
VERDE ESPERANZA EL DORADO,ETAPA 1,11/20/2025,No,Banco,Banderas y/o señalización,"1,793,000,000,000",2025-11,2025-11,NU,OMEGA,20 a 35 años,,,GAMMA,
VERDE ESPERANZA EL DORADO,ETAPA 1,1/6/2026,No,Colsubsidio,Banderas y/o señalización,"1,753,000,000,000",2026-1,2026-1,KAPPA,OMEGA,20 a 35 años,1,1,NU,
VERDE ESPERANZA EL DORADO,ETAPA 1,10/15/2025,No,Banco,Banderas y/o señalización,"1,578,000,000,000",2025-10,2025-10,NU,OMEGA,20 a 35 años,,,TAU,
VERDE ESPERANZA EL DORADO,ETAPA 1,1/28/2026,No,Colsubsidio,Banderas y/o señalización,"1,753,000,000,000",2026-1,2026-1,KAPPA,OMEGA,20 a 35 años,2,1,TAU,
VERDE ESPERANZA EL DORADO,ETAPA 1,11/27/2025,No,Banco,Banderas y/o señalización,"1,753,000,000,000",2025-11,2025-11,KAPPA,OMEGA,20 a 35 años,2,,TAU,
VERDE ESPERANZA EL DORADO,ETAPA 1,10/16/2025,No,Colsubsidio,Valla ,"1,618,000,000,000",2025-10,2025-10,KAPPA,OMEGA,36 a 45 años,2,2,TAU,
Agrupación De Vivienda Monguí,,1/25/2024,Si,Banco,Sin Informacion,"1,972,971,000,000",2024-1,2024-1,NU,OMEGA,20 - 35 años,,,NU,
INARI,ETAPA 1,8/19/2024,No,Banco,Banderas y/o señalización,"2,808,000,000,000",2024-8,2024-8,KAPPA,OMEGA,20 - 35 años,,,RHO,
INARI,ETAPA 1,8/15/2024,No,Banco,Banderas y/o señalización,"2,916,000,000,000",2024-8,2024-8,KAPPA,OMEGA,36 - 45 años,,,NU,
VERDE ESPERANZA EL DORADO,ETAPA 1,11/12/2025,No,Banco,Banderas y/o señalización,"1,578,000,000,000",2025-11,2025-11,KAPPA,OMEGA,20 a 35 años,1,,NU,
VERDE ESPERANZA EL DORADO,ETAPA 1,10/15/2025,No,Banco,Valla ,"1,578,000,000,000",2025-10,2025-10,SIGMA,OMEGA,46 a 55 años,4,3,GAMMA,
Agrupacion De Vivienda Bosque De Arrayan,ETAPA 3,1/28/2024,No,Colsubsidio,Banderas y/o señalización,"1,935,700,000,000",2024-1,2024-1,KAPPA,OMEGA,46 - 55 años,1,1,TAU,
Los Nogales,ETAPA 1,2/28/2024,No,Banco,Ferias empresariales,"5,717,880,000,000",2024-2,2024-2,SIGMA,TAU,36 - 45 años,4,,ALPHA,
Agrupación De Vivienda La Macarena,3,2/1/2024,Si,Colsubsidio,Sin Informacion,"1,528,839,000,000",2024-2,2024-2,KAPPA,OMEGA,20 - 35 años,2,1,RHO,X
Versalles,,1/19/2025,Si,Colsubsidio,Sin Informacion,"2,171,000,000,000",2025-1,2025-1,KAPPA,OMEGA,20 - 35 años,,,GAMMA,
AGRUPACIÓN DE VIVIENDA BOSQUE DE TURPIAL,,12/13/2024,Si,Banco,Sin Informacion,"2,311,000,000,000",2024-12,2024-12,SIGMA,OMEGA,20 - 35 años,1,1,RHO,X
Agrupación De Vivienda La Macarena,ETAPA 3,5/24/2024,No,Colsubsidio,Banderas y/o señalización,"1,534,533,000,000",2024-5,2024-5,NU,OMEGA,20 - 35 años,,,GAMMA,
Versalles,,1/30/2025,Si,Banco,Sin Informacion,"1,987,000,000,000",2025-1,2025-1,NU,OMEGA,20 - 35 años,,,GAMMA,
INARI,ETAPA 1,5/31/2024,No,Colsubsidio,Banderas y/o señalización,"2,916,000,000,000",2024-5,2024-5,SIGMA,OMEGA,20 - 35 años,2,,TAU,
Los Nogales,1,2/10/2024,Si,Colsubsidio,Sin Informacion,"5,408,970,000,000",2024-2,2024-2,SIGMA,OMEGA,36 - 45 años,2,,MU,
VILLA FIORITA,ETAPA 1,5/31/2024,No,Banco,Valla ,"1,950,000,000,000",2024-5,2024-5,SIGMA,OMEGA,20 - 35 años,1,,TAU,
Agrupación De Vivienda Monguí,ETAPA 2,3/1/2026,No,Colsubsidio,Banderas y/o señalización,"1,567,060,000,000",2026-3,2026-3,KAPPA,OMEGA,36 a 45 años,4,3,GAMMA,
VERDE ESPERANZA EL DORADO,ETAPA 1,3/18/2026,No,Banco,Banderas y/o señalización,"1,753,000,000,000",2026-3,2026-3,NU,OMEGA,20 a 35 años,,,NU,
Proyecto Karakalí,ETAPA 1,3/31/2026,No,Colsubsidio,Activación,"2,363,721,750,000",2026-3,2026-3,KAPPA,OMEGA,Menor de 19 años,,,TAU,
VILLA MERCEDES EL DORADO,ETAPA 1,3/10/2026,No,Banco,Referido Alcaldía,"1,715,000,000,000",2026-3,2026-3,SIGMA,ETA,36 a 45 años,1,,ALPHA,
Agrupación De Vivienda Monguí,ETAPA 2,3/11/2026,No,Banco,Banderas y/o señalización,"1,961,014,000,000",2026-3,2026-3,SIGMA,OMEGA,36 a 45 años,1,1,RHO,X
Agrupacion De Vivienda Bosque De Arrayan,ETAPA 3,3/1/2026,No,Colsubsidio,Banderas y/o señalización,"2,034,180,000,000",2026-3,2026-3,SIGMA,OMEGA,20 a 35 años,1,1,RHO,X
Agrupación De Vivienda Monguí,ETAPA 1,3/15/2026,No,Banco,Banderas y/o señalización,"1,575,815,000,000",2026-3,2026-3,KAPPA,OMEGA,36 a 45 años,3,3,GAMMA,
Agrupación De Vivienda Pamplona I,ETAPA 4,12/8/2025,No,Banco,Banderas y/o señalización,"2,361,000,000,000",2025-12,2025-12,SIGMA,OMEGA,20 a 35 años,2,2,GAMMA,
Agrupación De Vivienda Monguí,ETAPA 2,12/30/2025,No,Banco,Contact Center,"2,041,940,000,000",2025-12,2025-12,KAPPA,OMEGA,20 a 35 años,,,RHO,X
INARI,ETAPA 1,3/19/2024,No,Banco,Banderas y/o señalización,"2,916,000,000,000",2024-3,2024-3,NU,OMEGA,20 - 35 años,,,TAU,
Agrupación De Vivienda La Macarena,ETAPA 3,4/26/2026,No,Banco,Banderas y/o señalización,"1,479,515,000,000",2026-4,2026-4,KAPPA,OMEGA,36 a 45 años,1,1,GAMMA,
Agrupación De Vivienda La Macarena,ETAPA 3,4/25/2026,No,Colsubsidio,Activación,"1,497,024,000,000",2026-4,2026-4,KAPPA,OMEGA,20 a 35 años,1,1,GAMMA,
AGRUPACIÓN DE VIVIENDA BOSQUE DE TURPIAL,ETAPA 1,4/25/2026,No,Colsubsidio,Banderas y/o señalización,"2,261,000,000,000",2026-4,2026-4,NU,OMEGA,20 a 35 años,,,RHO,
VERDE ESPERANZA EL DORADO,ETAPA 1,4/25/2026,No,Banco,Banderas y/o señalización,"1,753,000,000,000",2026-4,2026-4,KAPPA,OMEGA,36 a 45 años,2,2,TAU,
Agrupación De Vivienda Monguí,ETAPA 3,4/25/2026,No,Colsubsidio,Banderas y/o señalización,"1,952,259,000,000",2026-4,2026-4,KAPPA,OMEGA,46 a 55 años,1,1,RHO,X
VERDE ESPERANZA EL DORADO,ETAPA 1,4/30/2026,No,Banco,Banderas y/o señalización,"1,753,000,000,000",2026-4,2026-4,NU,OMEGA,20 a 35 años,,,GAMMA,
La Arboleda,ETAPA 1,4/4/2026,No,Colsubsidio,Banderas y/o señalización,"1,750,905,000,000",2026-4,2026-4,KAPPA,OMEGA,20 a 35 años,2,1,ZETA,
VILLA FIORITA,ETAPA 3,9/24/2025,No,Banco,Ferias empresariales,"2,135,250,000,000",2025-9,2025-9,NU,ETA,20 a 35 años,,,RHO,X
Versalles,ETAPA 1,7/30/2024,No,Banco,Referido,"2,034,000,000,000",2024-7,2024-7,SIGMA,OMEGA,20 - 35 años,1,1,GAMMA,X
Agrupación De Vivienda Pamplona I,ETAPA 3,3/21/2025,No,Colsubsidio,Banderas y/o señalización,"2,217,000,000,000",2025-3,2025-3,SIGMA,OMEGA,46 a 55 años,2,1,RHO,X
AGRUPACIÓN DE VIVIENDA BOSQUE DE TURPIAL,ETAPA 1,4/26/2026,No,Colsubsidio,Ferias empresariales,"2,001,000,000,000",2026-4,2026-4,KAPPA,OMEGA,36 a 45 años,,,GAMMA,
VILLA FIORITA,ETAPA 2,3/24/2025,No,Banco,Whatsapp,"2,135,250,000,000",2025-3,2025-3,SIGMA,OMEGA,20 a 35 años,1,1,GAMMA,
Proyecto Karakalí,1,4/24/2026,Si,Colsubsidio,Sin Informacion,"2,363,721,750,000",2026-4,2026-4,NU,TAU,20 a 35 años,,,GAMMA,
Agrupacion De Vivienda Bosque De Arrayan,,3/27/2025,Si,Banco,Sin Informacion,"2,205,000,000,000",2025-3,2025-3,NU,OMEGA,20 a 35 años,,,GAMMA,
Agrupación De Vivienda La Macarena,3,9/30/2025,Si,Colsubsidio,Sin Informacion,"1,523,269,000,000",2025-9,2025-9,SIGMA,OMEGA,36 a 45 años,,,NU,
AGRUPACIÓN DE VIVIENDA SAMÁN ,ETAPA 1,4/24/2026,No,Banco,Ferias empresariales,"2,532,490,950,000",2026-4,2026-4,KAPPA,OMEGA,20 a 35 años,1,1,ZETA,
VERDE ESPERANZA EL DORADO,ETAPA 1,9/26/2025,No,Colsubsidio,Banderas y/o señalización,"1,578,000,000,000",2025-9,2025-9,KAPPA,OMEGA,20 a 35 años,1,1,ZETA,
INARI,1,7/27/2024,Si,Banco,Sin Informacion,"2,808,000,000,000",2024-7,2024-7,SIGMA,ETA,20 - 35 años,1,,NU,
Agrupación De Vivienda La Macarena,3,3/27/2025,Si,Banco,Sin Informacion,"1,575,815,000,000",2025-3,2025-3,NU,OMEGA,20 a 35 años,,,TAU,
VERDE ESPERANZA EL DORADO,ETAPA 1,10/11/2025,No,Banco,Valla ,"1,618,000,000,000",2025-10,2025-10,SIGMA,OMEGA,Mayor de 55 años,,,GAMMA,
VERDE ESPERANZA EL DORADO,ETAPA 1,11/29/2025,No,Banco,Banderas y/o señalización,"1,753,000,000,000",2025-11,2025-11,KAPPA,OMEGA,Mayor de 55 años,2,,NU,
VERDE ESPERANZA EL DORADO,ETAPA 1,10/24/2025,No,Colsubsidio,Banderas y/o señalización,"1,578,000,000,000",2025-10,2025-10,SIGMA,OMEGA,46 a 55 años,,,NU,
VERDE ESPERANZA EL DORADO,ETAPA 1,1/14/2026,No,Colsubsidio,Banderas y/o señalización,"1,753,000,000,000",2026-1,2026-1,KAPPA,OMEGA,36 a 45 años,2,2,NU,
VERDE ESPERANZA EL DORADO,ETAPA 1,11/9/2025,No,Banco,Banderas y/o señalización,"1,618,000,000,000",2025-11,2025-11,KAPPA,OMEGA,20 a 35 años,,,TAU,
AGRUPACIÓN DE VIVIENDA SAMÁN ,ETAPA 1,1/12/2026,No,Banco,Whatsapp,"2,550,000,000,000",2026-1,2026-1,KAPPA,OMEGA,36 a 45 años,1,1,GAMMA,
VILLA FIORITA,,8/30/2024,Si,Banco,Sin Informacion,"1,987,206,000,000",2024-8,2024-8,KAPPA,OMEGA,36 - 45 años,3,2,NU,
Agrupación De Vivienda Monguí,ETAPA 2,1/17/2024,No,Colsubsidio,Banderas y/o señalización,"1,777,951,500,000",2024-1,2024-1,KAPPA,OMEGA,36 - 45 años,2,1,GAMMA,
ARAUCARIA,ETAPA 1,1/3/2026,No,Banco,Página web ,"7,298,000,000,000",2026-1,2026-1,SIGMA,TAU,46 a 55 años,2,,NU,
Agrupacion De Vivienda Fuentevida,,1/31/2024,Si,Banco,Sin Informacion,"1,170,000,000,000",2024-1,2024-1,KAPPA,OMEGA,46 - 55 años,3,1,NU,
Agrupación De Vivienda Monguí,ETAPA 2,11/7/2025,No,Banco,Banderas y/o señalización,"2,021,370,000,000",2025-11,2025-11,KAPPA,OMEGA,36 a 45 años,2,,ZETA,
Agrupacion De Vivienda Bosque De Arrayan,ETAPA 1,6/16/2024,No,Colsubsidio,Banderas y/o señalización,"1,931,800,000,000",2024-6,2024-6,NU,OMEGA,20 - 35 años,,,RHO,X
Agrupación De Vivienda Monguí,ETAPA 1,6/14/2025,No,Colsubsidio,Banderas y/o señalización,"1,736,670,000,000",2025-6,2025-6,NU,OMEGA,20 a 35 años,,,RHO,
ARAUCARIA,ETAPA 2,5/7/2026,No,Banco,Banderas y/o señalización,"6,568,000,000,000",2026-5,2026-5,NU,ETA,20 a 35 años,,,RHO,X
AGRUPACIÓN DE VIVIENDA BOSQUE DE TURPIAL,ETAPA 1,6/15/2024,No,Banco,Visita empresarial,"2,311,000,000,000",2024-6,2024-6,KAPPA,OMEGA,20 - 35 años,2,2,RHO,X
Conjunto Residencial Campo Alegre El Dorado,ETAPA 2,6/21/2025,No,Colsubsidio,Referido Alcaldía,"1,184,494,350,000",2025-6,2025-6,KAPPA,OMEGA,20 a 35 años,2,1,GAMMA,
Versalles,ETAPA 1,6/19/2024,No,Banco,Referido,"2,171,000,000,000",2024-6,2024-6,SIGMA,OMEGA,36 - 45 años,1,1,GAMMA,
Agrupacion De Vivienda Reserva De Guayacan,ETAPA 1,5/2/2026,No,Banco,Referido,"1,754,000,000,000",2026-5,2026-5,SIGMA,OMEGA,20 a 35 años,1,1,RHO,X
Agrupación De Vivienda Monguí,,6/30/2024,Si,Banco,Sin Informacion,"1,610,815,000,000",2024-6,2024-6,SIGMA,OMEGA,20 - 35 años,1,1,GAMMA,
La Arboleda,ETAPA 2,6/13/2025,No,Banco,Activación,"1,789,339,500,000",2025-6,2025-6,KAPPA,OMEGA,20 a 35 años,3,2,TAU,
La Arboleda,ETAPA 3,6/16/2025,No,Banco,Activación,"2,412,130,000,000",2025-6,2025-6,KAPPA,OMEGA,36 a 45 años,1,1,ZETA,
INARI,ETAPA 1,6/28/2024,No,Colsubsidio,Ferias empresariales,"2,808,000,000,000",2024-6,2024-6,SIGMA,OMEGA,20 - 35 años,1,1,NU,
Versalles,ETAPA 1,6/16/2024,No,Colsubsidio,Ferias empresariales,"2,171,000,000,000",2024-6,2024-6,KAPPA,OMEGA,20 - 35 años,,,TAU,
VILLA FIORITA,ETAPA 1,6/16/2024,No,Banco,Ferias empresariales,"1,950,000,000,000",2024-6,2024-6,KAPPA,OMEGA,20 - 35 años,1,1,ALPHA,
Agrupación De Vivienda Pamplona I,ETAPA 3,5/24/2026,No,Banco,Campaña FNA,"2,100,000,000,000",2026-5,2026-5,KAPPA,OMEGA,20 a 35 años,1,1,RHO,X
Agrupación De Vivienda La Macarena,ETAPA 3,4/26/2024,No,Colsubsidio,Whatsapp,"1,610,815,000,000",2024-4,2024-4,KAPPA,OMEGA,46 - 55 años,1,1,RHO,X
